0315;0220
Bounds;296.367967;48.843551;296.818455;49.300253
Aperture;14;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R2mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX14   ;SNR14   ;FLAG
2457266.62294;3UCAC279-155781          ;V     ;296.564974; 49.058127;296.565005; 49.058135; 811.845; 450.118;11.212;474.2736;24.11446;0.2528;0.0189582;3.65337900;3.01819828;78.188718;1.07440E-002;37181.877;104.4591;0000
2457266.62294;3UCAC279-155562          ;V     ;296.421950; 49.156182;296.421880; 49.156153; 505.382; 152.402;11.272;474.8433;24.11446;0.2528;0.0087086;4.09612457;3.51581886;97.464394;1.67625E-002;21486.879;64.49203;0000
2457266.62294;3UCAC279-156143          ;V     ;296.757924; 49.167228;296.757928; 49.167183; 463.961; 844.414;11.287;477.2660;24.11446;0.2528;0.0308379;4.06818512;3.51624685;68.296232;7.21272E-003;75559.878;185.9727;0000
2457266.62294;3UCAC278-156542          ;V     ;296.528017; 48.947818;296.528087; 48.947855;1160.107; 376.891;11.293;473.5765;24.11446;0.2528;0.0159948;3.74691747;2.81302372;81.767696;9.88390E-003;29832.577;86.35390;0000
2457266.62294;3UCAC278-156643          ;V     ;296.590586; 48.864029;296.590665; 48.864030;1423.105; 508.865;11.364;472.5220;24.11446;0.2528;0.0102537;4.03253347;2.92705370;76.828465;1.51334E-002;21760.228;65.23221;0000
2457266.62294;3UCAC278-156270          ;V     ;296.377449; 48.929093;296.377371; 48.929059;1221.782;  65.428;11.413;470.5244;24.11446;0.2528;0.0154125;3.91773285;3.00149873;82.600064;1.12565E-002;32309.768;92.56868;0000
2457266.62294;3UCAC279-155674          ;V     ;296.504645; 49.142455;296.504608; 49.142414; 547.328; 323.222;11.477;475.3312;24.11446;0.2528;0.0074085;3.82752152;3.30801373;86.490186;1.86516E-002;17518.059;53.54573;0000
2457266.62294;3UCAC278-156678          ;V     ;296.613843; 48.884159;296.613928; 48.884176;1359.141; 556.461;11.489;473.2925;24.11446;0.2528;0.0125100;3.90871531;2.80472642;74.760170;1.31598E-002;24721.285;73.14202;0000
2457266.62294;3UCAC279-155868          ;V     ;296.613635; 49.082446;296.613636; 49.082466; 734.197; 549.774;11.753;474.8999;24.11446;0.2528;0.0134941;3.96899725;3.09487071;79.691677;1.22657E-002;29563.107;85.67066;0000
2457266.62294;3UCAC278-156907          ;V     ;296.738674; 48.891743;296.738752; 48.891762;1332.452; 814.792;11.781;473.3672;24.11446;0.2528;0.0242715;4.15866995;2.88476997;67.717334;9.98701E-003;51668.352;137.5090;0001
2457266.62294;3UCAC278-156871          ;V     ;296.722905; 48.931676;296.722953; 48.931722;1206.886; 780.658;11.827;474.2075;24.11446;0.2528;0.0233867;3.92924094;2.82591882;68.845092;8.41974E-003;45658.472;124.1863;0000
2457266.62294;3UCAC279-155475          ;V     ;296.372634; 49.300253;296.372439; 49.300261;  51.904;  47.552;11.900;490.8233;24.11446;0.2528;0.0043113;4.89827939;4.42670081;68.481094;2.96487E-002;16313.894;50.14796;0000
2457266.62294;3UCAC279-155740          ;V     ;296.544308; 49.030822;296.544328; 49.030853; 898.222; 408.189;11.930;473.9702;24.11446;0.2528;0.0117160;3.52370565;2.85278406;79.544277;1.37480E-002;21199.390;63.71170;0000
2457266.62294;3UCAC279-155555          ;V     ;296.416329; 49.160228;296.416283; 49.160241; 492.582; 140.777;11.981;474.8548;24.11446;0.2528;0.0060938;3.96453136;3.61227258;93.715224;2.31148E-002;15253.787;47.12588;0000
2457266.62294;3UCAC278-156582          ;V     ;296.553931; 48.989838;296.553950; 48.989872;1027.202; 429.221;12.008;473.8625;24.11446;0.2528;0.0264217;3.57702812;2.88572843;77.283430;8.03828E-003;48931.022;131.5050;0000
2457266.62294;3UCAC279-155531          ;V     ;296.399663; 49.156521;296.399515; 49.156544; 504.483; 106.311;12.014;474.2004;24.11446;0.2528;0.0075059;4.03862044;3.47840168;88.908374;1.74722E-002;18589.520;56.53847;0000
2457266.62294;3UCAC278-156974          ;V     ;296.779233; 48.869172;296.779346; 48.869147;1402.730; 899.729;12.104;471.9165;24.11446;0.2528;0.0152921;4.49895644;3.06208633;66.491168;1.01466E-002;36091.444;101.8348;0000
2457266.62294;3UCAC279-155726          ;V     ;296.536018; 49.296640;296.535902; 49.296756;  60.324; 383.485;12.119;493.0131;24.11446;0.2528;0.0031630;5.27689382;4.58928909;177.29594;4.10026E-002;13107.556;40.91645;0000
