0315;0220
Bounds;359.308323;61.016137;359.923906;61.472050
Aperture;12;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R1mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX12   ;SNR12   ;FLAG
2457266.79609;USNO 1512-0376625        ;V     ;359.441306; 61.242653;359.441226; 61.242804; 770.559; 245.558;10.910;2654.685;53.27213;0.4940;0.0334855;7.18043969;5.51051081;11.115341;1.89000E-002;200312.76;277.4441;0000
2457266.79609;USNO 1513-0377650        ;V     ;359.507308; 61.361559;359.501803; 61.361226; 396.225; 334.681;10.970;2649.243;53.27213;0.4940;0.0242975;7.51046684;5.82251639;14.553227;2.27964E-002;158298.32;228.6603;0001
2457266.79609;USNO 1512-0376984        ;V     ;359.564623; 61.209170;359.567440; 61.209225; 875.148; 438.137;11.010;2733.664;53.27213;0.4940;0.0112486;6.99398569;6.04743789;160.38283;5.57631E-002;71922.356;114.7445;0003
2457266.79609;USNO 1512-0376989        ;V     ;359.565737; 61.209442;359.567440; 61.209225; 875.148; 438.137;11.030;2733.664;53.27213;0.4940;0.0112486;6.99398569;6.04743789;160.38283;5.57631E-002;71922.356;114.7445;0003
2457266.79609;USNO 1512-0376473        ;V     ;359.385128; 61.247028;359.386704; 61.246684; 758.795; 162.691;11.040;2740.207;53.27213;0.4940;0.0225998;6.68140916;5.24702623;11.754940;3.25297E-002;124053.18;185.9605;0001
2457266.79609;USNO 1513-0377636        ;V     ;359.501941; 61.365630;359.501803; 61.361226; 396.225; 334.681;11.040;2649.243;53.27213;0.4940;0.0242975;7.51046684;5.82251639;14.553227;2.27964E-002;158298.32;228.6603;0001
2457266.79609;USNO 1512-0377229        ;V     ;359.631328; 61.213812;359.630117; 61.213903; 859.559; 533.272;11.050;2736.892;53.27213;0.4940;0.0126782;7.08383430;6.65938984; 5.040343;4.59436E-002;86226.441;135.1273;0001
2457266.79609;USNO 1513-0377101        ;V     ;359.311487; 61.387248;359.311531; 61.387377; 315.337;  46.439;11.050;2689.024;53.27213;0.4940;0.0662317;7.86777825;6.03561713;15.255773;1.35097E-002;448881.47;511.6001;0001
2457266.79609;USNO 1513-0377633        ;V     ;359.501625; 61.361000;359.501803; 61.361226; 396.225; 334.681;11.050;2649.243;53.27213;0.4940;0.0242975;7.51046684;5.82251639;14.553227;2.27964E-002;158298.32;228.6603;0001
2457266.79609;USNO 1513-0377929        ;V     ;359.613678; 61.369562;359.612732; 61.369880; 367.572; 502.239;11.060;2651.966;53.27213;0.4940;0.0141996;10.1631595;7.34415612;135.37408;4.04998E-002;128526.54;191.7051;0000
2457266.79609;USNO 1510-0375670        ;V     ;359.552039; 61.037984;359.551840; 61.038186;1415.101; 418.975;11.080;2703.846;53.27213;0.4940;0.0243473;6.85655713;6.11199421;48.536879;5.53204E-002;161808.76;232.8798;0001
2457266.79609;USNO 1512-0376993        ;V     ;359.566448; 61.209353;359.567440; 61.209224; 875.148; 438.137;11.090;2733.663;53.27213;0.4940;0.0112518;6.99052737;6.04611013;160.52091;5.57551E-002;71920.804;114.7422;0003
2457266.79609;USNO 1512-0377185        ;V     ;359.620203; 61.212864;359.620630; 61.211645; 866.816; 518.921;11.090;2729.428;53.27213;0.4940;0.0145957;6.65365244;5.28173595;13.491226;4.16009E-002;81737.818;128.8050;0001
2457266.79609;USNO 1510-0375337        ;V     ;359.417709; 61.053260;359.417290; 61.053333;1368.716; 213.020;11.090;2665.283;53.27213;0.4940;0.0727425;7.17284575;6.41542148;171.02238;1.53583E-002;483126.25;538.7769;0001
2457266.79609;USNO 1512-0376467        ;V     ;359.383438; 61.251071;359.386704; 61.246684; 758.795; 162.691;11.130;2740.207;53.27213;0.4940;0.0225998;6.68140916;5.24702623;11.754940;3.25297E-002;124053.18;185.9605;0001
2457266.79609;USNO 1511-0378308        ;V     ;359.530732; 61.195772;359.530460; 61.195925; 917.561; 382.261;11.130;2689.853;53.27213;0.4940;0.0914570;7.06522785;5.55567419;14.155903;1.41705E-002;541047.51;582.7463;0000
2457266.79609;USNO 1511-0377946        ;V     ;359.409839; 61.190556;359.409669; 61.190734; 935.168; 198.665;11.180;2660.327;53.27213;0.4940;0.0236345;7.00067773;5.43690309;10.182014;2.28084E-002;137809.10;203.4605;0001
2457266.79609;USNO 1512-0376457        ;V     ;359.380812; 61.247431;359.378552; 61.247207; 757.210; 150.303;11.190;2668.980;53.27213;0.4940;0.0069170;6.33245099;4.44861925;28.380195;1.22999E-001;43893.611;72.66767;0001
2457266.79609;USNO 1511-0378438        ;V     ;359.572475; 61.193662;359.572267; 61.193685; 924.128; 445.904;11.320;2662.661;53.27213;0.4940;0.0339937;7.20338905;5.65808439;13.261815;1.61652E-002;205409.48;283.1226;0001
2457266.79609;USNO 1512-0376452        ;V     ;359.380134; 61.247367;359.378552; 61.247207; 757.210; 150.303;11.340;2668.980;53.27213;0.4940;0.0069170;6.33245099;4.44861925;28.380195;1.22999E-001;43893.611;72.66767;0001
2457266.79609;USNO 1512-0377189        ;V     ;359.620775; 61.218600;359.620514; 61.218766; 844.345; 518.532;11.390;2686.453;53.27213;0.4940;0.0115898;8.47117851;5.86399042;174.84200;3.94043E-002;81098.156;127.8986;0001
2457266.79609;USNO 1511-0378046        ;V     ;359.443881; 61.120948;359.443397; 61.121299;1153.986; 251.452;11.390;2661.666;53.27213;0.4940;0.0213498;7.34546387;5.76115328; 4.775855;2.66785E-002;135196.12;200.1736;0001
2457266.79609;USNO 1514-0372295        ;V     ;359.435389; 61.403770;359.435556; 61.403645; 263.026; 233.570;11.400;2667.506;53.27213;0.4940;0.0124577;8.72046085;6.70843918;172.43481;2.53669E-002;95812.390;148.4128;0000
2457266.79609;USNO 1513-0378507        ;V     ;359.829445; 61.319564;359.830001; 61.319462; 523.218; 832.845;11.410;2649.114;53.27213;0.4940;0.0051378;12.7374341;7.80361645;123.08087;7.87497E-002;53485.148;87.40542;0000
2457266.79609;USNO 1512-0376596        ;V     ;359.427417; 61.213620;359.427185; 61.213867; 862.009; 224.832;11.430;2644.345;53.27213;0.4940;0.0118039;7.10850858;5.50227115; 9.408399;3.01090E-002;70325.378;112.4254;0000
2457266.79609;USNO 1511-0378247        ;V     ;359.508814; 61.191353;359.508171; 61.191408; 932.068; 348.476;11.440;2653.553;53.27213;0.4940;0.0249118;6.94127702;5.53495178;13.392299;2.03383E-002;145648.76;213.2209;0000
2457266.79609;USNO 1513-0377266        ;V     ;359.364422; 61.317609;359.364479; 61.317729; 534.765; 127.696;11.450;2696.314;53.27213;0.4940;0.0287905;7.30436215;5.58066889;12.158645;2.11342E-002;174197.59;247.5539;0001
